place_id,state_id,city_id,state_name,city_name,place_name,alternate_names,place_type,description,short_description,latitude,longitude,address,google_maps_url,rating,review_count,best_time_to_visit,estimated_visit_duration_hours,opening_time,closing_time,entry_fee,currency,price_level,budget_level,category,subcategory,secondary_categories,accessibility,difficulty_level,family_friendly,couple_friendly,kids_friendly,elderly_friendly,photography_allowed,parking_available,nearest_landmark,nearest_airport,nearest_railway_station,distance_from_city_center_km,is_popular,is_hidden,is_offbeat,is_featured,recommended_for,tags,source_id
PL-0108,ST-33,CT-0015,Tamil Nadu,Chettinad,Chettinadu Mansion Heritage Stay,,Heritage Stay,Century-old Chettinad mansion converted to a heritage hotel,Century-old Chettinad mansion converted to a heritage hotel,10.174427,78.781303,"11 A.R. Street, Kanadukathan, Tamil Nadu 630103",https://www.google.com/maps/place/?q=place_id:ChIJB6Er2TlkADsR7xotrvJc7JU,4.3,1047,,,,,,INR,,,Heritage,Heritage Stay,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"History Lovers,Photography","lodging,heritage_stay",SRC-0108
PL-0109,ST-33,CT-0015,Tamil Nadu,Chettinad,"Thousand Windows House, Karaikudi",,Mansion,Viewable from outside only; not internally maintained,Viewable from outside only; not internally maintained,10.070266,78.772407,"Jawahar Street, Karaikudi, Tamil Nadu 630001",https://www.google.com/maps/place/?q=place_id:ChIJf9jVWWBnADsR-e-msP81R98,3.9,571,,,,,,INR,,,Heritage,Mansion,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"History Lovers,Photography",,SRC-0109
PL-0110,ST-33,CT-0015,Tamil Nadu,Chettinad,"Alagappa Chettiar Museum, Karaikudi",,Museum,Low-footfall museum on the life of philanthropist Alagappa Chettiar,Low-footfall museum on the life of philanthropist Alagappa Chettiar,10.079112,78.789008,"Alagappa Puram, Karaikudi, Tamil Nadu 630003",https://www.google.com/maps/place/?q=place_id:ChIJyV7a3nlnADsRE0KzokFyznw,4.6,291,,,,,,INR,,,Heritage,Museum,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"History Lovers,Photography","museum,park",SRC-0110
PL-0111,ST-33,CT-0016,Tamil Nadu,Vellore,Vellore Fort,,Fort,"16th-century Vijayanagara-era fort with a temple, church and mosque inside","16th-century Vijayanagara-era fort with a temple, church and mosque inside",12.921089,79.129471,"Balaji Nagar, Vellore, Tamil Nadu 632004",https://www.google.com/maps/place/?q=place_id:ChIJE6vB5sA4rTsRo8qGLhiADtQ,4.3,30708,,,,,,INR,,,History,Fort,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"History Lovers,Photography",event_venue,SRC-0111
PL-0112,ST-33,CT-0016,Tamil Nadu,Vellore,Vellore Fort Park,,Park,,,12.919915,79.131405,"Archaelogical Road, Vellore, Tamil Nadu 632004",https://www.google.com/maps/place/?q=place_id:ChIJx1GmzcE4rTsREGswQAVxsm8,4.3,5774,,,,,,INR,,,Nature,Park,,Unknown,Unknown,,,,,,,,,,,True,False,False,False,"Nature Lovers,Photography",park,SRC-0112
PL-0113,ST-33,CT-0016,Tamil Nadu,Vellore,Sajra Fort (Hill Trek),,Trekking Spot,Unmarked moderate hill trek above Vellore with a hilltop fort and city views; little-known relative to the main fort,Unmarked moderate hill trek above Vellore with a hilltop fort and city views; little-known relative to the main fort,12.925264,79.146777,"Vellore, Tamil Nadu 632012",https://www.google.com/maps/place/?q=place_id:ChIJBXyrII04rTsRsm4U_gmeKXo,4.3,331,,,,,,INR,,,Adventure,Trekking Spot,,Unknown,Moderate,,,,,,,,,,,False,False,True,False,"Adventure,Friends",,SRC-0113
PL-0114,ST-33,CT-0016,Tamil Nadu,Vellore,Vellore Fort Garden,,Garden,Garden within the fort complex,Garden within the fort complex,12.921205,79.131657,"Archaeological Survey of India, Vellore, Tamil Nadu 632004",https://www.google.com/maps/place/?q=place_id:ChIJJbXgJMA4rTsRFPKFxiAX22M,4.4,166,,,,,,INR,,,Nature,Garden,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"Nature Lovers,Photography",garden,SRC-0114
PL-0115,ST-33,CT-0016,Tamil Nadu,Vellore,Tipu and Haider Mahal,,Palace,180+200-room Mahal complex within Vellore Fort; currently closed to the public,180+200-room Mahal complex within Vellore Fort; currently closed to the public,12.920204,79.126805,"Balaji Nagar, Vellore, Tamil Nadu 632004",https://www.google.com/maps/place/?q=place_id:ChIJPzBz1cA4rTsRY33eSYx-kJU,4.1,514,,,,,,INR,,,Heritage,Palace,,Unknown,Unknown,,,,,,,,,,,False,False,False,False,"History Lovers,Photography",historical_place,SRC-0115
PL-0116,ST-33,CT-0017,Tamil Nadu,Tiruvannamalai,Annamalaiyar Temple (Arunachaleswarar),,Temple,One of the Pancha Bhoota Sthalams (fire element); site of the annual Girivalam circumambulation,One of the Pancha Bhoota Sthalams (fire element); site of the annual Girivalam circumambulation,12.231646,79.06774,"Pavazhakundur, Tiruvannamalai, Tamil Nadu 606601",https://www.google.com/maps/place/?q=place_id:ChIJ6x52jIjArDsRsvLR2S3luys,4.7,47291,,,,,,INR,,,Spiritual,Temple,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,Spiritual Travelers,"hindu_temple,place_of_worship",SRC-0116
PL-0117,ST-33,CT-0018,Tamil Nadu,Yelagiri,Yelagiri Forest Hill,,Hill,30 sq km hill conservation area at ~1110m elevation; quieter than other TN hill stations,30 sq km hill conservation area at ~1110m elevation; quieter than other TN hill stations,12.602664,78.651221,"Vallipattu, Tamil Nadu 635853",https://www.google.com/maps/place/?q=place_id:ChIJY8RbCwYArTsRNpoGagnjZjA,4.2,10560,,,,,,INR,,,Nature,Hill,,Unknown,Unknown,,,,,,,,,,,True,False,True,False,"Nature Lovers,Photography","nature_preserve,park",SRC-0117
PL-0118,ST-33,CT-0019,Tamil Nadu,Pichavaram,Pichavaram Mangrove Forest,,Nature Spot,Second-largest mangrove forest in the world; boat rides through narrow mangrove channels,Second-largest mangrove forest in the world; boat rides through narrow mangrove channels,11.431882,79.781047,"Killai, Vadakku Pichavaram, Tamil Nadu 608002",https://www.google.com/maps/place/?q=place_id:ChIJv-IF0mTpVDoRtbo_l7a_2GU,4.5,23611,,,,,,INR,,,Nature,Nature Spot,,Unknown,Unknown,,,,,,,,,,,True,False,False,True,"Nature Lovers,Photography","national_park,park",SRC-0118
