User_Interest,User_Budget,Place_Name,Place_Type,Place_Budget,State,User_Rating
Adventure,Low,Varkala,Beach,High,Kerala,1.4
City Life,Low,Bandipur,Wildlife,Medium,Karnataka,1.4
Beach,High,Nainital,Hill Station,Low,Uttarakhand,2.01
Beach,Low,Somnath,Religious,High,Gujarat,1.41
Beach,Medium,Nalanda,Historical,Low,Bihar,2.01
Hill Station,Low,Ajanta,Historical,High,Maharashtra,1.4
City Life,High,Kolkata,City Life,High,West Bengal,5.0
Hill Station,High,Yadadri,Religious,Medium,Telangana,2.0
City Life,Low,Bandipur,Wildlife,Medium,Karnataka,1.4
Historical,High,Shillong,Hill Station,High,Meghalaya,2.91
Hill Station,Low,Zulruk,Adventure,High,Sikkim,1.41
Beach,High,Zulruk,Adventure,High,Sikkim,2.9
Religious,High,Nainital,Hill Station,Medium,Uttarakhand,2.0
Historical,Medium,Puri,Beach,Medium,Odisha,2.9
Adventure,Medium,Gir,Wildlife,High,Gujarat,1.41
Adventure,Low,Nainital,Hill Station,Medium,Uttarakhand,1.4
City Life,Medium,Gangtok,Hill Station,Low,Sikkim,2.0
Hill Station,High,Manali,Hill Station,High,Himachal,5.0
Religious,Medium,Leh,Adventure,High,Ladakh,1.41
Adventure,High,Mumbai,City Life,Medium,Maharashtra,2.0
Adventure,High,Marina,Beach,Medium,Tamil Nadu,2.0
Wildlife,High,Bodh Gaya,Religious,Low,Bihar,2.0
Beach,Medium,Radhanagar,Beach,Medium,Andaman,5.0
Wildlife,Medium,Gir,Wildlife,High,Gujarat,3.5
Wildlife,Medium,Kanha,Wildlife,Medium,MP,5.0
Religious,Low,Bodh Gaya,Religious,High,Bihar,3.51
Beach,Medium,Red Fort,Historical,Medium,Delhi,2.9
Religious,High,Ooty,Hill Station,Medium,Tamil Nadu,2.0
Adventure,High,Kanha,Wildlife,High,MP,2.91
Wildlife,Low,Ahmedabad,City Life,High,Gujarat,1.4
Beach,Medium,Mumbai,City Life,Medium,Maharashtra,2.91
Adventure,Medium,Zulruk,Adventure,Medium,Sikkim,5.0
Adventure,High,Jaipur,Historical,Medium,Rajasthan,2.01
Wildlife,Low,Varkala,Beach,Medium,Kerala,1.4
Religious,High,Hampi,Historical,High,Karnataka,2.91
City Life,Low,Varkala,Beach,Medium,Kerala,1.4
Wildlife,Low,Khajuraho,Historical,Medium,MP,1.41
Beach,Medium,Bodh Gaya,Religious,Medium,Bihar,2.9
Religious,Low,Rishikesh,Adventure,Medium,Uttarakhand,1.4
Wildlife,High,Amritsar,Religious,Low,Punjab,2.0
Adventure,Low,Ajanta,Historical,Medium,Maharashtra,1.41
Adventure,Low,Ajanta,Historical,Medium,Maharashtra,1.4
Wildlife,Low,Manali,Hill Station,High,Himachal,1.4
Historical,Medium,Red Fort,Historical,Medium,Delhi,5.0
Beach,Medium,Varkala,Beach,Medium,Kerala,5.0
Wildlife,Medium,Nainital,Hill Station,Low,Uttarakhand,2.0
Historical,Medium,Ooty,Hill Station,High,Tamil Nadu,1.41
Wildlife,Low,Nainital,Hill Station,High,Uttarakhand,1.41
Adventure,Medium,Mumbai,City Life,High,Maharashtra,1.4
Adventure,Medium,Gulmarg,Hill Station,High,Kashmir,1.4
Wildlife,Low,Manali,Hill Station,High,Himachal,1.4
Religious,Medium,Varanasi,Religious,Medium,UP,5.0
Adventure,Medium,Leh,Adventure,High,Ladakh,3.5
Wildlife,High,Radhanagar,Beach,Medium,Andaman,2.01
Historical,High,Gangtok,Hill Station,High,Sikkim,2.91
Religious,Medium,Zulruk,Adventure,High,Sikkim,1.41
Wildlife,Medium,Nainital,Hill Station,High,Uttarakhand,1.41
Wildlife,High,Bandipur,Wildlife,Medium,Karnataka,4.1
Religious,Low,Gangtok,Hill Station,High,Sikkim,1.41
Beach,High,Shillong,Hill Station,High,Meghalaya,2.9
Religious,Medium,Spiti,Adventure,High,Himachal,1.41
Beach,Medium,Varanasi,Religious,High,UP,1.4
Hill Station,High,Kaziranga,Wildlife,Low,Assam,2.0
Religious,Low,Bangalore,City Life,High,Karnataka,1.41
Beach,Low,Alibaug,Beach,Low,Maharashtra,5.0
Hill Station,High,Alibaug,Beach,Low,Maharashtra,2.0
Religious,High,Kolkata,City Life,Low,West Bengal,2.0
Adventure,Medium,Ahmedabad,City Life,Low,Gujarat,2.0
Wildlife,Low,Rishikesh,Adventure,High,Uttarakhand,1.4
Adventure,Medium,Ajanta,Historical,Low,Maharashtra,2.0
City Life,High,Radhanagar,Beach,Medium,Andaman,2.0
Beach,Low,Leh,Adventure,Medium,Ladakh,1.41
Beach,Medium,Amritsar,Religious,High,Punjab,1.4
Religious,High,Ahmedabad,City Life,High,Gujarat,2.9
Hill Station,High,Tawang,Adventure,Medium,Arunachal,2.01
Beach,Medium,Nainital,Hill Station,Medium,Uttarakhand,2.9
City Life,Medium,Ooty,Hill Station,Low,Tamil Nadu,2.0
Historical,Low,Hampi,Historical,Medium,Karnataka,3.51
Hill Station,Low,Zulruk,Adventure,High,Sikkim,1.41
Hill Station,Medium,Yadadri,Religious,Medium,Telangana,2.9
Religious,Medium,CP,City Life,Medium,Delhi,2.9
Adventure,Medium,Zulruk,Adventure,High,Sikkim,3.51
Religious,Low,Dandeli,Adventure,Low,Karnataka,2.91
Wildlife,Low,Mumbai,City Life,High,Maharashtra,1.41
Beach,Low,Bodh Gaya,Religious,Medium,Bihar,1.41
Historical,Medium,Ooty,Hill Station,Low,Tamil Nadu,2.0
Beach,Low,Zulruk,Adventure,Low,Sikkim,2.9
Hill Station,High,Kanha,Wildlife,High,MP,2.9
Historical,High,Gulmarg,Hill Station,Medium,Kashmir,2.01
Wildlife,High,Varanasi,Religious,Low,UP,2.01
Wildlife,High,Somnath,Religious,High,Gujarat,2.9
Adventure,High,Marina,Beach,High,Tamil Nadu,2.91
Beach,Low,Radhanagar,Beach,High,Andaman,3.5
Religious,Medium,Kanha,Wildlife,Medium,MP,2.91
Beach,Medium,Bangalore,City Life,High,Karnataka,1.41
Historical,High,Jim Corbett,Wildlife,Low,Uttarakhand,2.01
City Life,High,Rishikesh,Adventure,Medium,Uttarakhand,2.01
Beach,Low,Bodh Gaya,Religious,Medium,Bihar,1.4
City Life,Low,Somnath,Religious,Medium,Gujarat,1.4
Historical,Medium,Yadadri,Religious,Medium,Telangana,2.9
Beach,Low,Jaipur,Historical,Medium,Rajasthan,1.4
Religious,Low,Baga,Beach,High,Goa,1.41
Adventure,Low,Tawang,Adventure,Low,Arunachal,5.0
Beach,Low,Jaipur,Historical,Low,Rajasthan,2.91
Historical,Medium,Bandipur,Wildlife,High,Karnataka,1.41
Hill Station,Low,Shillong,Hill Station,Medium,Meghalaya,3.51
Wildlife,High,Rishikesh,Adventure,Medium,Uttarakhand,2.01
Hill Station,Low,Hyderabad,City Life,Medium,Telangana,1.41
Beach,Low,Jaipur,Historical,High,Rajasthan,1.4
Hill Station,Medium,Yadadri,Religious,Medium,Telangana,2.9
Historical,High,Ahmedabad,City Life,Low,Gujarat,2.0
Hill Station,Low,Dandeli,Adventure,High,Karnataka,1.4
City Life,High,Red Fort,Historical,Medium,Delhi,2.01
Beach,Medium,Puri,Beach,Medium,Odisha,5.0
Religious,Medium,Nainital,Hill Station,High,Uttarakhand,1.41
Wildlife,High,Baga,Beach,Medium,Goa,2.01
Historical,Low,Varkala,Beach,Low,Kerala,2.91
Beach,Medium,Red Fort,Historical,High,Delhi,1.41
Religious,Low,Gir,Wildlife,High,Gujarat,1.4
Adventure,Low,Leh,Adventure,Low,Ladakh,5.0
Historical,Medium,Bangalore,City Life,High,Karnataka,1.41
Religious,High,Alibaug,Beach,Low,Maharashtra,2.0
Beach,Medium,Ajanta,Historical,High,Maharashtra,1.41
Wildlife,Medium,Ahmedabad,City Life,High,Gujarat,1.41
City Life,Medium,Radhanagar,Beach,Medium,Andaman,2.9
Historical,High,Tawang,Adventure,High,Arunachal,2.9
Beach,Low,Kanha,Wildlife,High,MP,1.41
City Life,Low,Spiti,Adventure,Medium,Himachal,1.4
Religious,High,Red Fort,Historical,High,Delhi,2.9
Hill Station,Medium,Varanasi,Religious,Medium,UP,2.9
Historical,High,Nalanda,Historical,Medium,Bihar,4.1
Historical,High,Hampi,Historical,Low,Karnataka,4.1
Beach,High,Manali,Hill Station,Medium,Himachal,2.0
Religious,Medium,Ranthambore,Wildlife,Medium,Rajasthan,2.91
Hill Station,Medium,Bandipur,Wildlife,High,Karnataka,1.4
Religious,Medium,Ahmedabad,City Life,Low,Gujarat,2.0
Religious,Low,Ajanta,Historical,Medium,Maharashtra,1.4
Historical,Low,Rishikesh,Adventure,High,Uttarakhand,1.41
Beach,High,Amritsar,Religious,Low,Punjab,2.01
Religious,Medium,Madurai,Religious,Medium,Tamil Nadu,5.0
City Life,High,Gir,Wildlife,Low,Gujarat,2.01
Beach,Low,Leh,Adventure,High,Ladakh,1.4
Beach,High,Ahmedabad,City Life,Low,Gujarat,2.01
Historical,Low,Varkala,Beach,Low,Kerala,2.9
Adventure,Medium,Zulruk,Adventure,Medium,Sikkim,5.0
City Life,High,Varanasi,Religious,Low,UP,2.0
Wildlife,High,Jim Corbett,Wildlife,Medium,Uttarakhand,4.1
Adventure,Low,Dandeli,Adventure,Low,Karnataka,5.0
Hill Station,High,Gangtok,Hill Station,Medium,Sikkim,4.11
City Life,Medium,Nainital,Hill Station,Low,Uttarakhand,2.0
Wildlife,Medium,Red Fort,Historical,Medium,Delhi,2.9
Religious,Medium,Puri,Beach,Low,Odisha,2.0
City Life,Low,Baga,Beach,Medium,Goa,1.41
Wildlife,Low,Varkala,Beach,Low,Kerala,2.91
Religious,Medium,Kolkata,City Life,Low,West Bengal,2.01
Wildlife,Low,Bangalore,City Life,Low,Karnataka,2.9
City Life,High,Bodh Gaya,Religious,Medium,Bihar,2.01
Adventure,Medium,Mumbai,City Life,Medium,Maharashtra,2.9
Historical,Medium,Jaipur,Historical,Medium,Rajasthan,5.0
Hill Station,High,Khajuraho,Historical,Low,MP,2.0
Beach,High,Amritsar,Religious,Medium,Punjab,2.01
Historical,Medium,Bandipur,Wildlife,Low,Karnataka,2.0
Religious,Medium,Bangalore,City Life,High,Karnataka,1.41
Religious,High,Dandeli,Adventure,Medium,Karnataka,2.0
Historical,Low,Leh,Adventure,Low,Ladakh,2.91
City Life,Low,Manali,Hill Station,Medium,Himachal,1.4
Wildlife,High,Spiti,Adventure,Medium,Himachal,2.0
Religious,Low,Zulruk,Adventure,Medium,Sikkim,1.41
City Life,High,Varkala,Beach,Medium,Kerala,2.01
Wildlife,High,Shillong,Hill Station,Low,Meghalaya,2.0
Adventure,High,Bangalore,City Life,Low,Karnataka,2.01
City Life,Medium,Jaipur,Historical,Medium,Rajasthan,2.91
Hill Station,High,Ranthambore,Wildlife,Low,Rajasthan,2.01
Adventure,Medium,Gulmarg,Hill Station,High,Kashmir,1.4
Beach,Medium,Gulmarg,Hill Station,Low,Kashmir,2.0
Historical,Medium,Hyderabad,City Life,Low,Telangana,2.0
Historical,Medium,Somnath,Religious,Low,Gujarat,2.0
Adventure,High,Mumbai,City Life,High,Maharashtra,2.91
Beach,High,Rishikesh,Adventure,High,Uttarakhand,2.9
Hill Station,High,Mumbai,City Life,Low,Maharashtra,2.0
Hill Station,Low,Nainital,Hill Station,High,Uttarakhand,3.5
Adventure,Low,Radhanagar,Beach,Medium,Andaman,1.41
Beach,Low,Gulmarg,Hill Station,High,Kashmir,1.41
City Life,High,Ahmedabad,City Life,Low,Gujarat,4.11
Historical,High,Marina,Beach,Medium,Tamil Nadu,2.01
Beach,Medium,Somnath,Religious,Low,Gujarat,2.01
Historical,High,Somnath,Religious,Low,Gujarat,2.0
City Life,Medium,Hampi,Historical,Low,Karnataka,2.0
Religious,Medium,Mumbai,City Life,Low,Maharashtra,2.0
City Life,Low,Gangtok,Hill Station,High,Sikkim,1.41
Wildlife,Low,Kolkata,City Life,Low,West Bengal,2.9
City Life,Low,Varkala,Beach,Low,Kerala,2.9
Hill Station,High,Hyderabad,City Life,Low,Telangana,2.0
Adventure,Medium,Varkala,Beach,High,Kerala,1.4
Beach,High,Rishikesh,Adventure,High,Uttarakhand,2.9
Hill Station,Medium,Bodh Gaya,Religious,High,Bihar,1.41
Historical,Low,Bangalore,City Life,Low,Karnataka,2.9
Adventure,Low,Varanasi,Religious,Medium,UP,1.4
Wildlife,Low,Shillong,Hill Station,Medium,Meghalaya,1.41
Wildlife,High,Nalanda,Historical,Medium,Bihar,2.01
Hill Station,High,Radhanagar,Beach,Medium,Andaman,2.01
Beach,High,Gangtok,Hill Station,High,Sikkim,2.9
Historical,High,Kolkata,City Life,High,West Bengal,2.91
Wildlife,Medium,Tawang,Adventure,Medium,Arunachal,2.91
Religious,Low,Manali,Hill Station,High,Himachal,1.41
Wildlife,Medium,CP,City Life,Low,Delhi,2.01
Beach,Medium,Ranthambore,Wildlife,High,Rajasthan,1.4
Wildlife,Medium,Spiti,Adventure,High,Himachal,1.41
Religious,Medium,Hyderabad,City Life,Low,Telangana,2.01
City Life,High,Bodh Gaya,Religious,Medium,Bihar,2.0
Historical,High,Gulmarg,Hill Station,High,Kashmir,2.9
Hill Station,High,Shillong,Hill Station,Low,Meghalaya,4.11
Historical,High,Dandeli,Adventure,Low,Karnataka,2.01
Wildlife,High,Somnath,Religious,High,Gujarat,2.91
Adventure,Medium,Varanasi,Religious,High,UP,1.4
Adventure,Low,Baga,Beach,Medium,Goa,1.4
City Life,High,Puri,Beach,High,Odisha,2.9
Adventure,Low,Madurai,Religious,Low,Tamil Nadu,2.9
Historical,Low,Bodh Gaya,Religious,High,Bihar,1.41
Beach,Low,Nalanda,Historical,Low,Bihar,2.9
Historical,High,Leh,Adventure,High,Ladakh,2.91
Historical,Medium,Bodh Gaya,Religious,Medium,Bihar,2.91
Beach,High,Bangalore,City Life,Low,Karnataka,2.01
City Life,Medium,Spiti,Adventure,Medium,Himachal,2.9
Religious,High,Bandipur,Wildlife,High,Karnataka,2.91
Beach,Medium,Jim Corbett,Wildlife,Low,Uttarakhand,2.0
City Life,Medium,CP,City Life,Low,Delhi,4.1
Historical,Low,Nainital,Hill Station,Low,Uttarakhand,2.9
City Life,Medium,Alibaug,Beach,High,Maharashtra,1.4
Religious,Medium,Gir,Wildlife,Medium,Gujarat,2.9
Wildlife,Low,Nalanda,Historical,Low,Bihar,2.91
Beach,Medium,Gir,Wildlife,Medium,Gujarat,2.91
Historical,Low,Ahmedabad,City Life,Medium,Gujarat,1.4
Beach,Low,Varkala,Beach,Medium,Kerala,3.51
Wildlife,Medium,Nalanda,Historical,Low,Bihar,2.01
Historical,Medium,Ooty,Hill Station,Low,Tamil Nadu,2.01
Historical,Low,Madurai,Religious,Low,Tamil Nadu,2.91
Religious,Medium,Bandipur,Wildlife,Medium,Karnataka,2.91
Beach,High,Gir,Wildlife,Medium,Gujarat,2.01
Religious,Medium,Rishikesh,Adventure,High,Uttarakhand,1.4
Historical,Low,Khajuraho,Historical,High,MP,3.5
Religious,High,Manali,Hill Station,Low,Himachal,2.0
Adventure,Medium,Red Fort,Historical,High,Delhi,1.41
Religious,Medium,Leh,Adventure,High,Ladakh,1.41
Historical,High,Baga,Beach,High,Goa,2.91
Historical,High,Varanasi,Religious,Low,UP,2.0
City Life,Medium,Amritsar,Religious,Medium,Punjab,2.91
Beach,High,Red Fort,Historical,Medium,Delhi,2.0
Religious,Low,Gir,Wildlife,Low,Gujarat,2.91
Beach,Low,Khajuraho,Historical,High,MP,1.41
Historical,High,Radhanagar,Beach,Low,Andaman,2.0
Wildlife,Medium,Varanasi,Religious,High,UP,1.41
Religious,Low,Bodh Gaya,Religious,Medium,Bihar,3.5
Historical,Low,Hyderabad,City Life,Medium,Telangana,1.41
Hill Station,High,Gangtok,Hill Station,High,Sikkim,5.0
Adventure,Medium,Rishikesh,Adventure,High,Uttarakhand,3.51
Adventure,Medium,Bangalore,City Life,Medium,Karnataka,2.9
Religious,Low,Zulruk,Adventure,Medium,Sikkim,1.4
Beach,Low,Hyderabad,City Life,Low,Telangana,2.91
Adventure,Medium,Bangalore,City Life,Medium,Karnataka,2.9
Historical,Medium,Ajanta,Historical,Medium,Maharashtra,5.0
Adventure,High,Varkala,Beach,High,Kerala,2.9
Hill Station,High,Nainital,Hill Station,Low,Uttarakhand,4.11
Wildlife,High,Shillong,Hill Station,Low,Meghalaya,2.01
Historical,High,Hyderabad,City Life,Medium,Telangana,2.0
Wildlife,Low,Nalanda,Historical,Low,Bihar,2.9
City Life,Low,Kanha,Wildlife,High,MP,1.41
City Life,High,Rishikesh,Adventure,Medium,Uttarakhand,2.0
Adventure,High,Kanha,Wildlife,Low,MP,2.0
Hill Station,Medium,Nainital,Hill Station,Low,Uttarakhand,4.1
City Life,Medium,Bangalore,City Life,Low,Karnataka,4.1
Hill Station,Low,Yadadri,Religious,Low,Telangana,2.91
Adventure,Medium,Ajanta,Historical,High,Maharashtra,1.41
Religious,Low,Nalanda,Historical,Low,Bihar,2.91
City Life,Medium,Amritsar,Religious,Low,Punjab,2.01
Religious,High,Puri,Beach,Low,Odisha,2.0
City Life,High,Bangalore,City Life,High,Karnataka,5.0
Historical,Low,Mumbai,City Life,High,Maharashtra,1.41
Beach,Low,Jim Corbett,Wildlife,Low,Uttarakhand,2.91
Wildlife,High,Varkala,Beach,Medium,Kerala,2.0
City Life,Low,Shillong,Hill Station,High,Meghalaya,1.41
Adventure,Low,Hyderabad,City Life,Medium,Telangana,1.4
Beach,Low,Hampi,Historical,Low,Karnataka,2.9
Beach,Low,Ajanta,Historical,High,Maharashtra,1.4
Hill Station,Medium,Baga,Beach,Medium,Goa,2.91
Religious,Low,Dandeli,Adventure,Medium,Karnataka,1.4
Beach,High,Zulruk,Adventure,High,Sikkim,2.9
Beach,Medium,Gir,Wildlife,Medium,Gujarat,2.91
Hill Station,Medium,Ranthambore,Wildlife,Low,Rajasthan,2.0
City Life,High,Kanha,Wildlife,Low,MP,2.01
Religious,Medium,Rishikesh,Adventure,High,Uttarakhand,1.4
Hill Station,Medium,Bandipur,Wildlife,High,Karnataka,1.4
Beach,High,Dandeli,Adventure,High,Karnataka,2.9
Adventure,High,CP,City Life,Medium,Delhi,2.01
Religious,Low,Somnath,Religious,Low,Gujarat,5.0
Wildlife,Low,Ranthambore,Wildlife,Medium,Rajasthan,3.5
Beach,Low,Shillong,Hill Station,Low,Meghalaya,2.91
Religious,High,Kolkata,City Life,Low,West Bengal,2.0
Religious,Low,Alibaug,Beach,Medium,Maharashtra,1.41
Adventure,High,Varanasi,Religious,Low,UP,2.01
City Life,High,Alibaug,Beach,Low,Maharashtra,2.0
Adventure,Medium,Mumbai,City Life,Medium,Maharashtra,2.91
Beach,High,Kolkata,City Life,High,West Bengal,2.9
Historical,Low,Shillong,Hill Station,Medium,Meghalaya,1.41
Historical,High,Bandipur,Wildlife,Low,Karnataka,2.0
City Life,High,Khajuraho,Historical,Medium,MP,2.0
Religious,Low,Zulruk,Adventure,High,Sikkim,1.41
Beach,Low,Marina,Beach,Low,Tamil Nadu,5.0
Adventure,Low,Kaziranga,Wildlife,Medium,Assam,1.4
Beach,Medium,Tawang,Adventure,Medium,Arunachal,2.9
Religious,High,Kolkata,City Life,Low,West Bengal,2.01
Historical,High,Kanha,Wildlife,Low,MP,2.0
Historical,Low,Ranthambore,Wildlife,Low,Rajasthan,2.91
Hill Station,Low,Yadadri,Religious,Medium,Telangana,1.41
Historical,Medium,Ranthambore,Wildlife,Medium,Rajasthan,2.91
City Life,High,Zulruk,Adventure,Low,Sikkim,2.0
Beach,High,Baga,Beach,High,Goa,5.0
Wildlife,Low,Alibaug,Beach,Low,Maharashtra,2.91
City Life,Medium,Gangtok,Hill Station,High,Sikkim,1.41
Historical,Medium,Bodh Gaya,Religious,Low,Bihar,2.01
Beach,High,Ranthambore,Wildlife,High,Rajasthan,2.91
Beach,High,Zulruk,Adventure,Medium,Sikkim,2.01
Adventure,Medium,Mumbai,City Life,Medium,Maharashtra,2.9
City Life,High,Zulruk,Adventure,High,Sikkim,2.91
Adventure,High,Kanha,Wildlife,High,MP,2.91
Hill Station,Low,Ooty,Hill Station,Low,Tamil Nadu,5.0
Wildlife,Medium,Jim Corbett,Wildlife,High,Uttarakhand,3.5
Adventure,Low,Gangtok,Hill Station,Medium,Sikkim,1.4
Adventure,Low,Varkala,Beach,Medium,Kerala,1.41
City Life,High,Bodh Gaya,Religious,High,Bihar,2.9
Historical,Low,Zulruk,Adventure,Low,Sikkim,2.91
City Life,High,Alibaug,Beach,Medium,Maharashtra,2.0
Historical,High,Ranthambore,Wildlife,Low,Rajasthan,2.01
Adventure,Low,Nalanda,Historical,Low,Bihar,2.91
Adventure,Medium,Radhanagar,Beach,Low,Andaman,2.0
Adventure,Medium,Madurai,Religious,High,Tamil Nadu,1.4
Religious,High,Bodh Gaya,Religious,High,Bihar,5.0
City Life,Low,Hampi,Historical,Medium,Karnataka,1.41
Historical,High,Jaipur,Historical,High,Rajasthan,5.0
Wildlife,Low,Hyderabad,City Life,Low,Telangana,2.9
City Life,High,Radhanagar,Beach,High,Andaman,2.91
Hill Station,High,Hyderabad,City Life,Medium,Telangana,2.0
Wildlife,Low,Hampi,Historical,High,Karnataka,1.41
Wildlife,Medium,CP,City Life,Low,Delhi,2.0
Adventure,High,Baga,Beach,High,Goa,2.91
City Life,Medium,Kanha,Wildlife,High,MP,1.41
Wildlife,High,Bandipur,Wildlife,Medium,Karnataka,4.1
Wildlife,High,Amritsar,Religious,Low,Punjab,2.01
Wildlife,Medium,Manali,Hill Station,Medium,Himachal,2.9
Hill Station,Medium,Somnath,Religious,Medium,Gujarat,2.9
Adventure,Medium,Mumbai,City Life,High,Maharashtra,1.4
Wildlife,Low,Khajuraho,Historical,Low,MP,2.9
Historical,Medium,Dandeli,Adventure,Low,Karnataka,2.0
Adventure,High,Spiti,Adventure,Medium,Himachal,4.1
Hill Station,Low,Rishikesh,Adventure,Low,Uttarakhand,2.91
Beach,Medium,Leh,Adventure,High,Ladakh,1.41
Beach,Medium,Madurai,Religious,High,Tamil Nadu,1.4
Adventure,Medium,Zulruk,Adventure,High,Sikkim,3.51
City Life,Low,Nalanda,Historical,Low,Bihar,2.91
Adventure,High,Ahmedabad,City Life,Low,Gujarat,2.01
Historical,Low,Mumbai,City Life,High,Maharashtra,1.4
Adventure,High,Dandeli,Adventure,High,Karnataka,5.0
Wildlife,High,Alibaug,Beach,High,Maharashtra,2.9
Hill Station,Low,Marina,Beach,Medium,Tamil Nadu,1.41
Religious,Low,Marina,Beach,High,Tamil Nadu,1.4
City Life,Low,Red Fort,Historical,High,Delhi,1.4
Beach,High,Nainital,Hill Station,High,Uttarakhand,2.9
Historical,Low,Dandeli,Adventure,Low,Karnataka,2.9
Wildlife,Medium,Nalanda,Historical,High,Bihar,1.4
City Life,Low,Gir,Wildlife,High,Gujarat,1.41
Wildlife,Low,Varkala,Beach,Low,Kerala,2.9
Wildlife,Low,Ahmedabad,City Life,High,Gujarat,1.41
Religious,Low,Ranthambore,Wildlife,Medium,Rajasthan,1.4
Wildlife,High,Red Fort,Historical,Medium,Delhi,2.01
City Life,Low,Somnath,Religious,Low,Gujarat,2.91
City Life,High,Jim Corbett,Wildlife,Medium,Uttarakhand,2.0
Beach,Medium,Varanasi,Religious,Medium,UP,2.9
Religious,High,Puri,Beach,Medium,Odisha,2.01
Historical,High,Puri,Beach,Low,Odisha,2.0
Beach,Medium,Gir,Wildlife,Low,Gujarat,2.01
Historical,Low,Jim Corbett,Wildlife,Low,Uttarakhand,2.91
Adventure,Low,Ahmedabad,City Life,Medium,Gujarat,1.41
Religious,High,Jim Corbett,Wildlife,Low,Uttarakhand,2.01
Adventure,Low,CP,City Life,High,Delhi,1.41
Historical,High,Baga,Beach,High,Goa,2.91
Hill Station,Medium,Rishikesh,Adventure,High,Uttarakhand,1.4
Religious,Medium,Madurai,Religious,Low,Tamil Nadu,4.11
Wildlife,Medium,Amritsar,Religious,Low,Punjab,2.0
Historical,Medium,Amritsar,Religious,High,Punjab,1.41
Wildlife,Medium,Ahmedabad,City Life,High,Gujarat,1.41
City Life,High,Bandipur,Wildlife,High,Karnataka,2.91
Hill Station,Low,Hampi,Historical,Medium,Karnataka,1.4
Beach,High,Bandipur,Wildlife,Low,Karnataka,2.0
Hill Station,Low,Radhanagar,Beach,High,Andaman,1.4
City Life,Low,Kaziranga,Wildlife,Low,Assam,2.91
City Life,Medium,Baga,Beach,Low,Goa,2.01
Historical,Low,Hampi,Historical,Medium,Karnataka,3.51
Beach,Low,Kanha,Wildlife,High,MP,1.4
Adventure,Medium,Nalanda,Historical,High,Bihar,1.41
Hill Station,Low,Zulruk,Adventure,Low,Sikkim,2.91
Religious,High,Rishikesh,Adventure,Medium,Uttarakhand,2.0
Beach,High,Jim Corbett,Wildlife,High,Uttarakhand,2.91
Hill Station,High,Bodh Gaya,Religious,Low,Bihar,2.01
Hill Station,Medium,Marina,Beach,High,Tamil Nadu,1.41
Adventure,Low,Spiti,Adventure,High,Himachal,3.5
Beach,Medium,Madurai,Religious,Low,Tamil Nadu,2.01
Adventure,Medium,Nainital,Hill Station,Medium,Uttarakhand,2.9
City Life,High,Ahmedabad,City Life,Low,Gujarat,4.1
Hill Station,Medium,Gulmarg,Hill Station,Medium,Kashmir,5.0
Wildlife,Medium,Kanha,Wildlife,Medium,MP,5.0
Beach,Medium,Mumbai,City Life,Low,Maharashtra,2.0
City Life,Medium,Dandeli,Adventure,High,Karnataka,1.41
Wildlife,High,Jaipur,Historical,High,Rajasthan,2.9
Beach,Low,Gangtok,Hill Station,Low,Sikkim,2.91
Religious,High,Shillong,Hill Station,Low,Meghalaya,2.0
Wildlife,Medium,Puri,Beach,High,Odisha,1.41
Historical,High,Gangtok,Hill Station,High,Sikkim,2.9
City Life,Medium,Tawang,Adventure,High,Arunachal,1.41
City Life,High,Puri,Beach,Medium,Odisha,2.0
City Life,High,Manali,Hill Station,High,Himachal,2.9
Adventure,Low,Nalanda,Historical,High,Bihar,1.41
Religious,Medium,Rishikesh,Adventure,High,Uttarakhand,1.41
Wildlife,Medium,Dandeli,Adventure,High,Karnataka,1.4
Wildlife,Medium,Radhanagar,Beach,Medium,Andaman,2.9
Wildlife,High,Radhanagar,Beach,High,Andaman,2.91
Wildlife,Medium,Bangalore,City Life,Medium,Karnataka,2.9
City Life,Low,Hampi,Historical,Medium,Karnataka,1.41
Beach,High,Bangalore,City Life,Medium,Karnataka,2.01
Historical,High,Zulruk,Adventure,Medium,Sikkim,2.0
City Life,Low,Ajanta,Historical,High,Maharashtra,1.41
Religious,Low,Dandeli,Adventure,High,Karnataka,1.41
Adventure,Low,Ahmedabad,City Life,High,Gujarat,1.4
Wildlife,Medium,Somnath,Religious,High,Gujarat,1.41
City Life,Medium,Zulruk,Adventure,Low,Sikkim,2.01
City Life,Medium,Hyderabad,City Life,High,Telangana,3.5
Beach,Medium,Hyderabad,City Life,Medium,Telangana,2.91
Historical,High,Jim Corbett,Wildlife,High,Uttarakhand,2.9
Religious,High,Kaziranga,Wildlife,Medium,Assam,2.01
Historical,Low,Tawang,Adventure,Medium,Arunachal,1.4
Religious,Low,Khajuraho,Historical,Low,MP,2.9
Beach,Medium,Yadadri,Religious,Low,Telangana,2.01
Hill Station,High,Khajuraho,Historical,Medium,MP,2.0
Historical,Low,Ranthambore,Wildlife,Medium,Rajasthan,1.41
Adventure,Low,Somnath,Religious,Low,Gujarat,2.9
Religious,Medium,Gangtok,Hill Station,High,Sikkim,1.41
City Life,Low,CP,City Life,Low,Delhi,5.0
Religious,Low,Jaipur,Historical,Low,Rajasthan,2.9
Adventure,High,Red Fort,Historical,Medium,Delhi,2.01
Historical,Medium,Ajanta,Historical,Medium,Maharashtra,5.0
